is_bug_fix,revisionNo,message
0,1386,[iphone]Â ScanTest was not displaying results on my device Modified : /trunk/iphone/ScanTest/Classes/RootViewController.h Modified : /trunk/iphone/ScanTest/Classes/RootViewController.m 
0,1387,[iphone]Original iPhone project moved into dedicated subfolders iphone/Barcodes Added : /trunk/iphone/Barcodes Added : /trunk/iphone/Barcodes/Classes Added : /trunk/iphone/Barcodes/Classes/AddContactAction.h Added : /trunk/iphone/Barcodes/Classes/AddContactAction.m Added : /trunk/iphone/Barcodes/Classes/ArchiveController.h Added : /trunk/iphone/Barcodes/Classes/ArchiveController.m Added : /trunk/iphone/Barcodes/Classes/BookmarkDoCoMoResultParser.h Added : /trunk/iphone/Barcodes/Classes/BookmarkDoCoMoResultParser.m Added : /trunk/iphone/Barcodes/Classes/BusinessCardParsedResult.h Added : /trunk/iphone/Barcodes/Classes/BusinessCardParsedResult.m Added : /trunk/iphone/Barcodes/Classes/CallAction.h Added : /trunk/iphone/Barcodes/Classes/CallAction.m Added : /trunk/iphone/Barcodes/Classes/Database.h Added : /trunk/iphone/Barcodes/Classes/Database.m Added : /trunk/iphone/Barcodes/Classes/Decoder.h Added : /trunk/iphone/Barcodes/Classes/Decoder.mm Added : /trunk/iphone/Barcodes/Classes/DecoderDelegate.h Added : /trunk/iphone/Barcodes/Classes/DecoderViewController.h Added : /trunk/iphone/Barcodes/Classes/DecoderViewController.m Added : /trunk/iphone/Barcodes/Classes/DecodingView.xib Added : /trunk/iphone/Barcodes/Classes/DoCoMoResultParser.h Added : /trunk/iphone/Barcodes/Classes/DoCoMoResultParser.m Added : /trunk/iphone/Barcodes/Classes/EmailAction.h Added : /trunk/iphone/Barcodes/Classes/EmailAction.m Added : /trunk/iphone/Barcodes/Classes/EmailDoCoMoResultParser.h Added : /trunk/iphone/Barcodes/Classes/EmailDoCoMoResultParser.m Added : /trunk/iphone/Barcodes/Classes/EmailParsedResult.h Added : /trunk/iphone/Barcodes/Classes/EmailParsedResult.m Added : /trunk/iphone/Barcodes/Classes/FormatReader.h Added : /trunk/iphone/Barcodes/Classes/FormatReader.mm Added : /trunk/iphone/Barcodes/Classes/GeoParsedResult.h Added : /trunk/iphone/Barcodes/Classes/GeoParsedResult.m Added : /trunk/iphone/Barcodes/Classes/GeoResultParser.h Added : /trunk/iphone/Barcodes/Classes/GeoResultParser.m Added : /trunk/iphone/Barcodes/Classes/GrayBytesMonochromeBitmapSource.cpp Added : /trunk/iphone/Barcodes/Classes/GrayBytesMonochromeBitmapSource.h Added : /trunk/iphone/Barcodes/Classes/MeCardParser.h Added : /trunk/iphone/Barcodes/Classes/MeCardParser.m Added : /trunk/iphone/Barcodes/Classes/MessageViewController.h Added : /trunk/iphone/Barcodes/Classes/MessageViewController.m Added : /trunk/iphone/Barcodes/Classes/MultiFormatReader.mm Added : /trunk/iphone/Barcodes/Classes/NSString+HTML.h Added : /trunk/iphone/Barcodes/Classes/NSString+HTML.m Added : /trunk/iphone/Barcodes/Classes/OpenUrlAction.h Added : /trunk/iphone/Barcodes/Classes/OpenUrlAction.m Added : /trunk/iphone/Barcodes/Classes/ParsedResult.h Added : /trunk/iphone/Barcodes/Classes/ParsedResult.m Added : /trunk/iphone/Barcodes/Classes/PlainEmailResultParser.h Added : /trunk/iphone/Barcodes/Classes/PlainEmailResultParser.m Added : /trunk/iphone/Barcodes/Classes/QRCodeFormatReader.mm 
0,1388,Added README to Barcodes original iphone project Added : /trunk/iphone/Barcodes/README 
0,1389,Arabic translation from Randy Shen. Added : /trunk/android/res/values-ar Added : /trunk/android/res/values-ar/strings.xml 
0,1390,"Safer check for Build SDK; restrict Behold II workaround to Cupcake, per Samsung Modified : /trunk/android/src/com/google/zxing/client/android/camera/CameraConfigurationManager.java Modified : /trunk/android/src/com/google/zxing/client/android/camera/CameraManager.java "
1,1391,Created Barcode Scanner 3.31 beta 1. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/assets/html/whatsnew.html Modified : /trunk/android/src/com/google/zxing/client/android/HelpActivity.java 
0,1392,More encoding related changes for encoding Chinese chars in QR codes Added : /trunk/android/src/com/google/zxing/client/android/encode/EncodeThread.java Modified : /trunk/android/src/com/google/zxing/client/android/encode/QRCodeEncoder.java Modified : /trunk/core/src/com/google/zxing/client/result/VCardResultParser.java 
0,1393,"More logging, care with parsing vCard? Modified : /trunk/android/src/com/google/zxing/client/android/encode/QRCodeEncoder.java "
0,1394,Created Barcode Scanner 3.31 final. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/assets/html/whatsnew.html 
0,1395,"Small speedup, per <a title=""suggested speedup in com.google.zxing.common.reedsolomon"" class=closed_ref href=""/p/zxing/issues/detail?id=422""> issue 422 </a> Modified : /trunk/core/src/com/google/zxing/common/reedsolomon/GF256.java "
0,1396,[iphone] Memory leak fixed. Widget does not crash anymore after a few seconds.No more memory warning either Modified : /trunk/iphone/ScanTest/Classes/RootViewController.m Modified : /trunk/iphone/ScanTest/ScanTest.xcodeproj/project.pbxproj Modified : /trunk/iphone/ZXingWidget/Classes/Decoder.h Modified : /trunk/iphone/ZXingWidget/Classes/Decoder.mm Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.h Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.m Modified : /trunk/iphone/ZXingWidget/Classes/parsedResults/EmailParsedResult.m Modified : /trunk/iphone/ZXingWidget/ZXingWidget.xcodeproj/project.pbxproj 
0,1397,[iphone] all memory leaks fixed. A number of minor bugs corrected Modified : /trunk/iphone/ScanTest/Classes/RootViewController.m Modified : /trunk/iphone/ScanTest/ScanTest.xcodeproj/project.pbxproj Modified : /trunk/iphone/ZXingWidget/Classes/Decoder.mm Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.h Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.m Modified : /trunk/iphone/ZXingWidget/ZXingWidget.xcodeproj/project.pbxproj 
0,1398,Add Code 93 support. Update tests to reflect new (better) number of successes. Modified : /trunk/android-integration/src/com/google/zxing/integration/android/IntentIntegrator.java Modified : /trunk/core/src/com/google/zxing/BarcodeFormat.java Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java Modified : /trunk/core/src/com/google/zxing/oned/Code39Reader.java Added : /trunk/core/src/com/google/zxing/oned/Code93Reader.java Modified : /trunk/core/src/com/google/zxing/oned/MultiFormatOneDReader.java Modified : /trunk/core/src/com/google/zxing/oned/OneDReader.java Added : /trunk/core/test/data/blackbox/code93-1 Added : /trunk/core/test/data/blackbox/code93-1/1.gif Added : /trunk/core/test/data/blackbox/code93-1/1.txt Added : /trunk/core/test/data/blackbox/code93-1/2.gif Added : /trunk/core/test/data/blackbox/code93-1/2.txt Added : /trunk/core/test/data/blackbox/code93-1/3.jpg Added : /trunk/core/test/data/blackbox/code93-1/3.txt Modified : /trunk/core/test/src/com/google/zxing/oned/Code128BlackBox2TestCase.java Added : /trunk/core/test/src/com/google/zxing/oned/Code93BlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/EAN13BlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/EAN13BlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/EAN13BlackBox3TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/ITFBlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/ITFBlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox3ReflectiveTestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox4TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCEBlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCEBlackBox3ReflectiveTestCase.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeServlet.java 
0,1399,Added support for codabar format Modified : /trunk/core/src/com/google/zxing/BarcodeFormat.java Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java Added : /trunk/core/src/com/google/zxing/oned/CodaBarReader.java Modified : /trunk/core/src/com/google/zxing/oned/MultiFormatOneDReader.java 
0,1400,Added support for codabar format Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java 
0,1401,Added support for codabar format Added : /trunk/core/test/data/blackbox/codabar-1 Added : /trunk/core/test/data/blackbox/codabar-1/01_codabar_1234567890.jpg Added : /trunk/core/test/data/blackbox/codabar-1/02_codabar_1234567890.png Added : /trunk/core/test/data/blackbox/codabar-1/03_codabar_294slash685.gif Added : /trunk/core/test/data/blackbox/codabar-1/04_codabar_123455.png Added : /trunk/core/test/data/blackbox/codabar-1/05_codabar_1.jpg Added : /trunk/core/test/data/blackbox/codabar-1/06_codabar_12.jpg Added : /trunk/core/test/data/blackbox/codabar-1/07_codabar_123.jpg Added : /trunk/core/test/data/blackbox/codabar-1/08_codabar_1234.jpg Added : /trunk/core/test/data/blackbox/codabar-1/09_codabar_12345.jpg Added : /trunk/core/test/data/blackbox/codabar-1/10_codabar_123456.jpg Added : /trunk/core/test/data/blackbox/codabar-1/11_codabar_3419500.gif Added : /trunk/core/test/data/blackbox/codabar-1/12_codabar_31117013206375.png Added : /trunk/core/test/data/blackbox/codabar-1/13_codabar_12345.png Added : /trunk/core/test/data/blackbox/codabar-1/14_codabar_31117013206375.gif Added : /trunk/core/test/data/blackbox/codabar-1/15_codabar_123456789012.gif 
0,1402,Go ahead and enable Code 93 in android Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java 
0,1403,Update Codabar style and disable it as its causing too many false positives Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java Modified : /trunk/core/src/com/google/zxing/oned/CodaBarReader.java Modified : /trunk/core/src/com/google/zxing/oned/MultiFormatOneDReader.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeServlet.java 
0,1404,"Same change as Revision <a href=""/p/zxing/source/detail?r=1395"">r1395</a> for C++ port: Small speedup, per <a title=""suggested speedup in com.google.zxing.common.reedsolomon"" class=closed_ref href=""/p/zxing/issues/detail?id=422""> issue 422 </a> Modified : /trunk/cpp/core/src/zxing/common/reedsolomon/GF256.cpp "
0,1405,[iphone] BarCodes partially fixed. Now builds with warnings. Unit Test are notfixed yet Modified : /trunk/iphone/Barcodes/ZXing.xcodeproj/project.pbxproj 
0,1406,Renamed Codabar files and added text files for testing purposes Added : /trunk/core/test/data/blackbox/codabar-1/01.jpg Added : /trunk/core/test/data/blackbox/codabar-1/01.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/01_codabar_1234567890.jpg Added : /trunk/core/test/data/blackbox/codabar-1/02.png Added : /trunk/core/test/data/blackbox/codabar-1/02.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/02_codabar_1234567890.png Added : /trunk/core/test/data/blackbox/codabar-1/03.gif Added : /trunk/core/test/data/blackbox/codabar-1/03.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/03_codabar_294slash685.gif Added : /trunk/core/test/data/blackbox/codabar-1/04.png Added : /trunk/core/test/data/blackbox/codabar-1/04.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/04_codabar_123455.png Deleted : /trunk/core/test/data/blackbox/codabar-1/05_codabar_1.jpg Deleted : /trunk/core/test/data/blackbox/codabar-1/06_codabar_12.jpg Deleted : /trunk/core/test/data/blackbox/codabar-1/07_codabar_123.jpg Deleted : /trunk/core/test/data/blackbox/codabar-1/08_codabar_1234.jpg Added : /trunk/core/test/data/blackbox/codabar-1/09.jpg Added : /trunk/core/test/data/blackbox/codabar-1/09.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/09_codabar_12345.jpg Added : /trunk/core/test/data/blackbox/codabar-1/10.jpg Added : /trunk/core/test/data/blackbox/codabar-1/10.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/10_codabar_123456.jpg Added : /trunk/core/test/data/blackbox/codabar-1/11.gif Added : /trunk/core/test/data/blackbox/codabar-1/11.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/11_codabar_3419500.gif Added : /trunk/core/test/data/blackbox/codabar-1/12.png Added : /trunk/core/test/data/blackbox/codabar-1/12.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/12_codabar_31117013206375.png Added : /trunk/core/test/data/blackbox/codabar-1/13.png Added : /trunk/core/test/data/blackbox/codabar-1/13.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/13_codabar_12345.png Added : /trunk/core/test/data/blackbox/codabar-1/14.gif Added : /trunk/core/test/data/blackbox/codabar-1/14.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/14_codabar_31117013206375.gif Added : /trunk/core/test/data/blackbox/codabar-1/15.gif Added : /trunk/core/test/data/blackbox/codabar-1/15.txt Deleted : /trunk/core/test/data/blackbox/codabar-1/15_codabar_123456789012.gif 
0,1407,Changed validation method in order to prevent false positives on other 1Dbarcodes Modified : /trunk/core/src/com/google/zxing/oned/CodaBarReader.java 
0,1408,[iphone] README added with steps to include ZXingWidget into your project Added : /trunk/iphone/README 
0,1409,[iphone] updated README to include exportList .. Modified : /trunk/iphone/README 
0,1410,Tack on a little more logging for debugging assistance Modified : /trunk/android/src/com/google/zxing/client/android/share/ShareActivity.java 
1,1411,"<a title=""UTC is not GMT + 1"" class=closed_ref href=""/p/zxing/issues/detail?id=432""> Issue 432 </a> fix UMT definition Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/TimeZoneList.java "
0,1412,"[iphone] added known issues in README when including ZXingWidget into yourproject, Modified ZXingWidgetController so that it know hosts aUIImagePickerController instead of SubClassing it. Please let me know ifanything is broken Modified : /trunk/iphone/README Modified : /trunk/iphone/ScanTest/Classes/RootViewController.m Modified : /trunk/iphone/ScanTest/ScanTest.xcodeproj/project.pbxproj Modified : /trunk/iphone/ZXingWidget/Classes/OverlayView.h Modified : /trunk/iphone/ZXingWidget/Classes/OverlayView.m Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.h Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.m Modified : /trunk/iphone/ZXingWidget/ZXingWidget.xcodeproj/project.pbxproj "
0,1413,[iphone] ZXingWidget minor fix so that it just builds without any problem Modified : /trunk/iphone/ZXingWidget/ZXingWidget.xcodeproj/project.pbxproj 
0,1414,[iphone] [ZXingWidget] removed llvm dependency for device. Now seems to build Modified : /trunk/iphone/ZXingWidget/ZXingWidget.xcodeproj/project.pbxproj 
0,1415,[iphone][ScanTest] now builds again. Had some minor small problems Modified : /trunk/iphone/ScanTest/ScanTest.xcodeproj/project.pbxproj 
0,1416,"<a title=""plain text found when it should find vcard invite"" class=closed_ref href=""/p/zxing/issues/detail?id=439""> Issue 439 </a>: be more lax and don't look for END Modified : /trunk/core/src/com/google/zxing/client/result/VEventResultParser.java "
0,1417,Better handling of empty/incomplete content stream Modified : /trunk/android/src/com/google/zxing/client/android/encode/QRCodeEncoder.java 
0,1418,Make font sizes more consistent in the app Modified : /trunk/android/res/layout-land/encode.xml Modified : /trunk/android/res/layout-land/share.xml Modified : /trunk/android/res/layout/capture.xml Modified : /trunk/android/res/layout/encode.xml Modified : /trunk/android/res/layout/search_book_contents_header.xml Modified : /trunk/android/res/layout/search_book_contents_list_item.xml Modified : /trunk/android/res/layout/share.xml 
0,1419,Need to not generate debug info in Android as well now in order to satisfy newProguard and dex releases? Modified : /trunk/android/build.xml 
0,1420,Handle empty string as null in many cases Modified : /trunk/android/src/com/google/zxing/client/android/encode/QRCodeEncoder.java 
0,1421,Core library changes to include wifi type.  One measly test included as well. Modified : /trunk/core/src/com/google/zxing/client/result/ParsedResultType.java Modified : /trunk/core/src/com/google/zxing/client/result/ResultParser.java Added : /trunk/core/src/com/google/zxing/client/result/WifiParsedResult.java Added : /trunk/core/src/com/google/zxing/client/result/WifiResultParser.java Added : /trunk/core/test/src/com/google/zxing/client/result/WifiParsedResultTestCase.java 
0,1422,Edited wiki page through web user interface. Modified : /wiki/FrequentlyAskedQuestions.wiki 
0,1423,"Prettify scan result screen, I think Added : /trunk/android/res/drawable/launcher_icon_large.png Modified : /trunk/android/res/layout-ldpi/capture.xml Modified : /trunk/android/res/layout/capture.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java "
0,1424,Better tweak to last change -- scale text size dynamically Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java 
0,1425,"Android activity to add a network, and all associated code for dealingwith WIFI: schemes on the Android side. Things to be done:1. Much more testing.2. Implement SB and test it well.3. Clean up the UI to make it beautiful.4. Figure out what to do when the network is connected: exit the   Barcode Scanner?  Currently, the activity kills itself, restoring   camera capture.5. Publicize the WIFI: scheme. Modified : /trunk/android/AndroidManifest.xml Added : /trunk/android/res/layout/network.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/Intents.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ResultHandlerFactory.java Added : /trunk/android/src/com/google/zxing/client/android/result/WifiResultHandler.java Added : /trunk/android/src/com/google/zxing/client/android/wifi Added : /trunk/android/src/com/google/zxing/client/android/wifi/Killer.java Added : /trunk/android/src/com/google/zxing/client/android/wifi/NetworkSetting.java Added : /trunk/android/src/com/google/zxing/client/android/wifi/NetworkUtil.java Added : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java "
0,1426,"Rest of cosmetic changes -- simpler, black theme with easier-to-touch buttonsand consistent sizing, icons Modified : /trunk/android/assets/html/about1d.html Modified : /trunk/android/assets/html/about2d.html Modified : /trunk/android/assets/html/index.html Modified : /trunk/android/assets/html/scanning.html Modified : /trunk/android/assets/html/sharing.html Modified : /trunk/android/assets/html/style.css Modified : /trunk/android/assets/html/whatsnew.html Modified : /trunk/android/assets/images/contact-results-screen.jpg Deleted : /trunk/android/res/drawable/zxing_icon.png Modified : /trunk/android/res/layout-land/share.xml Modified : /trunk/android/res/layout/capture.xml Modified : /trunk/android/res/layout/share.xml Modified : /trunk/android/res/values/colors.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java "
0,1427,Fix a formatting problem on smaller device Modified : /trunk/android/res/layout-land/share.xml 
0,1428,Style-related changes Modified : /trunk/android/res/layout/network.xml Added : /trunk/android/src/com/google/zxing/client/android/wifi/ConnectedReceiver.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/Killer.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/NetworkSetting.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/NetworkUtil.java Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java 
0,1429,"Back to white backgrounds, somewhat smaller text in the result screen, shorterToast popup and doesn't interfere with help screen Modified : /trunk/android/assets/html/style.css Modified : /trunk/android/res/values/colors.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java "
0,1430,"... and put back status text, in a simplified form? Modified : /trunk/android/res/layout/capture.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java "
0,1431,"... and roll back a bit more to old status view, smaller text again Modified : /trunk/android/res/layout/capture.xml Modified : /trunk/android/res/values/colors.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java "
0,1432,"[iphone] now decoders need to be injected into ZXingWidgetController to enhanceperformance when only a few readers are needed. One exc bad access bug solved. Afew minor bugs remain in ScanTest. 1st status bar does not reappear when successof scan. this one should be easy to fix. 2nd ScanTest does not display theresults when scan success for the first time, but only second time. This secondbug is strange Deleted : /trunk/iphone/ScanTest/Classes/RootViewController.m Added : /trunk/iphone/ScanTest/Classes/RootViewController.mm Modified : /trunk/iphone/ScanTest/ScanTest.xcodeproj/project.pbxproj Added : /trunk/iphone/ZXingWidget/Classes/DataMatrixReader.h Added : /trunk/iphone/ZXingWidget/Classes/DataMatrixReader.mm Modified : /trunk/iphone/ZXingWidget/Classes/Decoder.h Modified : /trunk/iphone/ZXingWidget/Classes/Decoder.mm Modified : /trunk/iphone/ZXingWidget/Classes/FormatReader.h Modified : /trunk/iphone/ZXingWidget/Classes/FormatReader.mm Added : /trunk/iphone/ZXingWidget/Classes/MultiFormatOneDReader.h Added : /trunk/iphone/ZXingWidget/Classes/MultiFormatOneDReader.mm Added : /trunk/iphone/ZXingWidget/Classes/MultiFormatUPCEANReader.h Added : /trunk/iphone/ZXingWidget/Classes/MultiFormatUPCEANReader.mm Modified : /trunk/iphone/ZXingWidget/Classes/OverlayView.h Modified : /trunk/iphone/ZXingWidget/Classes/OverlayView.m Added : /trunk/iphone/ZXingWidget/Classes/QRCodeReader.h Added : /trunk/iphone/ZXingWidget/Classes/QRCodeReader.mm Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.h Modified : /trunk/iphone/ZXingWidget/Classes/ZXingWidgetController.m Modified : /trunk/iphone/ZXingWidget/ZXingWidget.xcodeproj/project.pbxproj "
0,1433,Oops remove bar again Modified : /trunk/android/res/layout/capture.xml Modified : /trunk/android/res/values/colors.xml 
0,1434,[iphone] updated README Modified : /trunk/iphone/README Modified : /trunk/iphone/ScanTest/ScanTest.xcodeproj/project.pbxproj 
0,1435,Adding strings converted using Google Translate.  Feeling bad about all theEngrish jokes I made in the past. Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml 
0,1436,"Add support for UPC/EAN +5 extensions, plus basic tests, and display the contentin Android client as metadata Modified : /trunk/android/res/layout/capture.xml Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java Modified : /trunk/core/src/com/google/zxing/BarcodeFormat.java Modified : /trunk/core/src/com/google/zxing/Result.java Modified : /trunk/core/src/com/google/zxing/ResultMetadataType.java Added : /trunk/core/src/com/google/zxing/oned/UPCEANExtensionSupport.java Modified : /trunk/core/src/com/google/zxing/oned/UPCEANReader.java Added : /trunk/core/test/data/blackbox/upcean-extension-1 Added : /trunk/core/test/data/blackbox/upcean-extension-1/1.gif Added : /trunk/core/test/data/blackbox/upcean-extension-1/1.metadata.txt Added : /trunk/core/test/data/blackbox/upcean-extension-1/1.txt Added : /trunk/core/test/data/blackbox/upcean-extension-1/2.jpg Added : /trunk/core/test/data/blackbox/upcean-extension-1/2.metadata.txt Added : /trunk/core/test/data/blackbox/upcean-extension-1/2.txt Modified : /trunk/core/test/src/com/google/zxing/common/AbstractBlackBoxTestCase.java Added : /trunk/core/test/src/com/google/zxing/oned/UPCEANExtensionBlackBox1TestCase.java "
0,1437,Avoid possible AIOOBE on bad input Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/DecodedBitStreamParser.java 
0,1438,Display possible country origin info on product scan Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java Modified : /trunk/core/src/com/google/zxing/ResultMetadataType.java Added : /trunk/core/src/com/google/zxing/oned/EANManufacturerOrgSupport.java Modified : /trunk/core/src/com/google/zxing/oned/UPCEANExtensionSupport.java Modified : /trunk/core/src/com/google/zxing/oned/UPCEANReader.java Added : /trunk/core/test/src/com/google/zxing/oned/EANManufacturerOrgSupportTest.java 
0,1439,"Initial checkin of wifi generator.TODO:1. Semicolons need to be escaped2. In the android code, need much better error checking.  Incorrect barcodescrash Barcode Scanner!3. Add network type NOPASS to the android code.  This is ready, and will be aseparate checkin. Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/Generator.java Added : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/WifiGenerator.java "
0,1440,Add the nopass handling in the Android client.TODO:1. Document the encoding.2. Test out the interaction with appspot.com with escaped semicolons and colons Modified : /trunk/android/src/com/google/zxing/client/android/wifi/WifiActivity.java 
0,1441,"Escape the semicolons: this was easier than I imagined.  Tested with an ssidcontaining multiple semicolons.  Also some minor code cleanups.Still to be done:1. Rename 'nopass' to something cleaner, so it looks crisp in Android's BarcodeScanner UI. Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/WifiGenerator.java "
0,1442,Add auto-translation tool to help update strings with Google Translate. Let itreorder (but not change) existing translations alphabetically by key. Add bulk-scan strings along the way as a test. Modified : /trunk/android/res/values-ar/strings.xml Modified : /trunk/android/res/values-cs/strings.xml Modified : /trunk/android/res/values-da/strings.xml Modified : /trunk/android/res/values-de/strings.xml Modified : /trunk/android/res/values-es/strings.xml Modified : /trunk/android/res/values-fi/strings.xml Modified : /trunk/android/res/values-fr/strings.xml Modified : /trunk/android/res/values-hu/strings.xml Modified : /trunk/android/res/values-it/strings.xml Modified : /trunk/android/res/values-ja-rJP/strings.xml Modified : /trunk/android/res/values-nl/strings.xml Modified : /trunk/android/res/values-pl/strings.xml Modified : /trunk/android/res/values-pt/strings.xml Modified : /trunk/android/res/values-ru/strings.xml Modified : /trunk/android/res/values-sv/strings.xml Modified : /trunk/android/res/values-zh-rCN/strings.xml Modified : /trunk/android/res/values-zh-rTW/strings.xml Modified : /trunk/android/res/values/strings.xml Added : /trunk/javase/src/com/google/zxing/StringsResourceTranslator.java 
